merchant_id,institution_id,merchant_name,merchant_category,city,state,country,merchant_status
MER000598,INS000005,Modi PLC Store,Grocery,Kolkata,West Bengal,India,Active
MER000599,INS000002,Yadav Inc Store,Entertainment,Thane,Maharashtra,India,Active
MER000600,INS000004,"Gupta, Chaudhary and Mander Store",Healthcare,Kolkata,West Bengal,India,Active
MER000601,INS000004,"Goswami, Morar and Madan Store",Grocery,Patna,Bihar,India,Active
MER000602,INS000002,Karan-Kohli Store,Shopping,Chennai,Tamil Nadu,India,Active
MER000603,INS000001,Khare-Apte Store,Shopping,Indore,Madhya Pradesh,India,Active
MER000604,INS000004,Sengupta Group Store,Fuel,Pune,Maharashtra,India,Active
MER000605,INS000005,Bala and Sons Store,Restaurant,Chandigarh,Chandigarh,India,Active
MER000606,INS000004,Chhabra and Sons Store,Grocery,Indore,Madhya Pradesh,India,Active
MER000607,INS000001,Desai-Jha Store,Travel,Pune,Maharashtra,India,Active
MER000608,INS000001,Virk LLC Store,Electronics,Chennai,Tamil Nadu,India,Active
MER000609,INS000003,"Anne, Madan and Bhattacharyya Store",Entertainment,Delhi,Delhi,India,Active
MER000610,INS000004,Thaman LLC Store,Travel,Chennai,Tamil Nadu,India,Active
MER000611,INS000003,Deshmukh-Rattan Store,Travel,Pune,Maharashtra,India,Active
MER000612,INS000001,Nayak PLC Store,Fuel,Surat,Gujarat,India,Active
MER000613,INS000002,Vohra LLC Store,Travel,Bhubaneswar,Odisha,India,Active
MER000614,INS000003,Bath Group Store,Electronics,Bhopal,Madhya Pradesh,India,Active
MER000615,INS000005,"Borra, Vasa and Dada Store",Fuel,Indore,Madhya Pradesh,India,Active
MER000616,INS000003,"Jhaveri, Buch and Saini Store",Healthcare,Thane,Maharashtra,India,Inactive
MER000617,INS000001,"Cheema, Bath and Chandra Store",Shopping,Mysuru,Karnataka,India,Active
MER000618,INS000003,"Choudhury, Kanda and Mukhopadhyay Store",Restaurant,Bengaluru,Karnataka,India,Active
MER000619,INS000005,Gola-Zacharia Store,Restaurant,Lucknow,Uttar Pradesh,India,Active
MER000620,INS000002,"Ramakrishnan, Bains and Tak Store",Healthcare,Nagpur,Maharashtra,India,Active
MER000621,INS000002,"Hayer, Nayar and Biswas Store",Travel,Chandigarh,Chandigarh,India,Active
MER000622,INS000001,"Comar, Pandya and Bobal Store",Electronics,Thane,Maharashtra,India,Active
MER000623,INS000002,"Buch, Bala and Thaker Store",Entertainment,Surat,Gujarat,India,Active
MER000624,INS000004,Brahmbhatt-Buch Store,Entertainment,Hyderabad,Telangana,India,Active
MER000625,INS000005,"Kaur, Bhat and Kakar Store",Healthcare,Bhopal,Madhya Pradesh,India,Active
MER000626,INS000005,"Ray, Pandya and Rau Store",Grocery,Nagpur,Maharashtra,India,Active
MER000627,INS000005,"Naidu, Boase and Contractor Store",Entertainment,Surat,Gujarat,India,Active
MER000628,INS000003,Atwal-Andra Store,Electronics,Lucknow,Uttar Pradesh,India,Inactive
MER000629,INS000004,Kala-Kari Store,Grocery,Pune,Maharashtra,India,Active
MER000630,INS000003,Manda and Sons Store,Travel,Mumbai,Maharashtra,India,Active
MER000631,INS000001,Goyal-Natt Store,Shopping,Bhopal,Madhya Pradesh,India,Active
MER000632,INS000002,Lata Group Store,Restaurant,Lucknow,Uttar Pradesh,India,Inactive
MER000633,INS000005,Sachdev-Mammen Store,Grocery,Patna,Bihar,India,Active
MER000634,INS000002,Dani PLC Store,Grocery,Bhopal,Madhya Pradesh,India,Active
MER000635,INS000005,Pillai Group Store,Grocery,Lucknow,Uttar Pradesh,India,Active
MER000636,INS000002,Comar-Bhandari Store,Shopping,Pune,Maharashtra,India,Active
MER000637,INS000003,"Date, Jha and Sarraf Store",Travel,Ahmedabad,Gujarat,India,Active
MER000638,INS000005,"Jayaraman, Kunda and Setty Store",Grocery,Patna,Bihar,India,Active
MER000639,INS000004,Lall-Khosla Store,Fuel,Delhi,Delhi,India,Active
MER000640,INS000003,"Rajagopal, Solanki and Patla Store",Travel,Bhubaneswar,Odisha,India,Active
MER000641,INS000004,Raju-Minhas Store,Shopping,Indore,Madhya Pradesh,India,Active
MER000642,INS000001,"Chad, Mandal and Comar Store",Travel,Kolkata,West Bengal,India,Active
MER000643,INS000001,"Gola, Luthra and Hans Store",Fuel,Mumbai,Maharashtra,India,Active
MER000644,INS000003,Karan and Sons Store,Shopping,Delhi,Delhi,India,Active
MER000645,INS000001,Dutt-Char Store,Entertainment,Chandigarh,Chandigarh,India,Active
MER000646,INS000003,"Gokhale, Sarin and Soman Store",Travel,Hyderabad,Telangana,India,Active
MER000647,INS000003,Badami-Saha Store,Healthcare,Nagpur,Maharashtra,India,Active
MER000648,INS000002,Kunda Ltd Store,Electronics,Chennai,Tamil Nadu,India,Active
MER000649,INS000001,"Borde, Sundaram and Radhakrishnan Store",Entertainment,Jaipur,Rajasthan,India,Active
MER000650,INS000003,Bera-Setty Store,Restaurant,Chennai,Tamil Nadu,India,Active
MER000651,INS000003,"Gandhi, Varughese and Chanda Store",Healthcare,Pune,Maharashtra,India,Active
MER000652,INS000002,"Balay, Gopal and Ramanathan Store",Travel,Kolkata,West Bengal,India,Active
MER000653,INS000004,Dalal Group Store,Healthcare,Thane,Maharashtra,India,Active
MER000654,INS000004,"Dar, Mukhopadhyay and Varma Store",Restaurant,Surat,Gujarat,India,Active
MER000655,INS000004,Khatri Group Store,Shopping,Chandigarh,Chandigarh,India,Active
MER000656,INS000003,Chawla-Mukherjee Store,Travel,Chennai,Tamil Nadu,India,Active
MER000657,INS000003,Dhar-Kashyap Store,Shopping,Hyderabad,Telangana,India,Active
MER000658,INS000003,"Devan, Narayan and Peri Store",Travel,Delhi,Delhi,India,Active
MER000659,INS000001,"Balay, Sarkar and Bains Store",Entertainment,Bhopal,Madhya Pradesh,India,Active
MER000660,INS000002,"Mannan, Viswanathan and Aurora Store",Restaurant,Thane,Maharashtra,India,Active
MER000661,INS000002,"Mane, Viswanathan and Dey Store",Fuel,Lucknow,Uttar Pradesh,India,Active
MER000662,INS000005,Buch Group Store,Shopping,Delhi,Delhi,India,Active
MER000663,INS000005,Dass Ltd Store,Entertainment,Kolkata,West Bengal,India,Active
MER000664,INS000002,"Padmanabhan, Puri and Kar Store",Entertainment,Bhubaneswar,Odisha,India,Active
MER000665,INS000003,"Deshmukh, Virk and Narain Store",Grocery,Chennai,Tamil Nadu,India,Active
MER000666,INS000005,Gokhale and Sons Store,Shopping,Indore,Madhya Pradesh,India,Active
MER000667,INS000004,Varty-Sani Store,Fuel,Thane,Maharashtra,India,Active
MER000668,INS000003,More PLC Store,Travel,Mumbai,Maharashtra,India,Active
MER000669,INS000004,Ganguly PLC Store,Restaurant,Mumbai,Maharashtra,India,Active
MER000670,INS000001,Venkatesh PLC Store,Entertainment,Mumbai,Maharashtra,India,Active
MER000671,INS000004,Agrawal-Majumdar Store,Travel,Ahmedabad,Gujarat,India,Active
MER000672,INS000005,"Sankar, Jaggi and Prashad Store",Restaurant,Ahmedabad,Gujarat,India,Active
MER000673,INS000002,Aurora-Varughese Store,Fuel,Chandigarh,Chandigarh,India,Active
MER000674,INS000003,"Bhattacharyya, Merchant and Jhaveri Store",Entertainment,Hyderabad,Telangana,India,Active
MER000675,INS000001,"Ahuja, Sani and Tella Store",Electronics,Chandigarh,Chandigarh,India,Active
MER000676,INS000004,Pal and Sons Store,Fuel,Pune,Maharashtra,India,Active
MER000677,INS000002,Ramanathan-Grewal Store,Electronics,Indore,Madhya Pradesh,India,Active
MER000678,INS000003,Banerjee-Sarkar Store,Travel,Jaipur,Rajasthan,India,Active
MER000679,INS000003,Hans-Naidu Store,Fuel,Mumbai,Maharashtra,India,Active
MER000680,INS000002,Shah-Vora Store,Restaurant,Chandigarh,Chandigarh,India,Active
MER000681,INS000002,Subramaniam Ltd Store,Electronics,Mumbai,Maharashtra,India,Active
MER000682,INS000003,"Gulati, Tandon and Buch Store",Grocery,Hyderabad,Telangana,India,Active
MER000683,INS000003,Garde-Balasubramanian Store,Entertainment,Lucknow,Uttar Pradesh,India,Active
MER000684,INS000002,"Srinivas, Zachariah and Ratti Store",Fuel,Chandigarh,Chandigarh,India,Active
MER000685,INS000003,Baria Ltd Store,Shopping,Bhubaneswar,Odisha,India,Active
MER000686,INS000001,"Karnik, Prabhakar and Bhandari Store",Healthcare,Chandigarh,Chandigarh,India,Active
MER000687,INS000001,Solanki Ltd Store,Electronics,Mysuru,Karnataka,India,Active
MER000688,INS000001,Bhattacharyya-Shankar Store,Entertainment,Bhopal,Madhya Pradesh,India,Inactive
MER000689,INS000001,Bhat and Sons Store,Healthcare,Nagpur,Maharashtra,India,Active
MER000690,INS000002,Kapoor Ltd Store,Travel,Mumbai,Maharashtra,India,Active
MER000691,INS000004,"Pal, Raju and Kurian Store",Travel,Hyderabad,Telangana,India,Active
MER000692,INS000003,Samra Group Store,Fuel,Jaipur,Rajasthan,India,Active
MER000693,INS000001,Palla-Bahl Store,Healthcare,Surat,Gujarat,India,Active
MER000694,INS000001,Goel LLC Store,Healthcare,Kochi,Kerala,India,Active
MER000695,INS000002,Sem-Kamdar Store,Grocery,Chandigarh,Chandigarh,India,Active
MER000696,INS000002,Kumar-Chakrabarti Store,Restaurant,Surat,Gujarat,India,Active
MER000697,INS000003,"Loyal, Divan and Bali Store",Fuel,Patna,Bihar,India,Active
MER000698,INS000002,Oza Inc Store,Shopping,Kolkata,West Bengal,India,Active
MER000699,INS000001,Pathak PLC Store,Restaurant,Lucknow,Uttar Pradesh,India,Active
MER000700,INS000002,"Uppal, Keer and Ratta Store",Grocery,Chennai,Tamil Nadu,India,Active
MER000701,INS000001,"Kumer, Pillai and Shanker Store",Healthcare,Bhubaneswar,Odisha,India,Active
MER000702,INS000001,Saran-Lata Store,Entertainment,Jaipur,Rajasthan,India,Active
MER000703,INS000005,Ganesan-Gaba Store,Shopping,Kolkata,West Bengal,India,Active
MER000704,INS000003,Srivastava Inc Store,Healthcare,Mumbai,Maharashtra,India,Active
MER000705,INS000005,"Solanki, Nayak and Kurian Store",Fuel,Chandigarh,Chandigarh,India,Active
MER000706,INS000005,Mishra Group Store,Entertainment,Bhopal,Madhya Pradesh,India,Active
MER000707,INS000005,Dani Inc Store,Healthcare,Delhi,Delhi,India,Active
MER000708,INS000001,Pal-Rama Store,Entertainment,Indore,Madhya Pradesh,India,Active
MER000709,INS000002,Ghose PLC Store,Electronics,Indore,Madhya Pradesh,India,Active
MER000710,INS000005,"Chowdhury, Nath and Mand Store",Electronics,Thane,Maharashtra,India,Active
MER000711,INS000005,"Memon, Pall and Prakash Store",Healthcare,Delhi,Delhi,India,Active
MER000712,INS000005,Nagi-Nadig Store,Fuel,Hyderabad,Telangana,India,Active
MER000713,INS000001,"Tak, Garg and Din Store",Healthcare,Chennai,Tamil Nadu,India,Active
MER000714,INS000003,Chadha-Misra Store,Electronics,Thane,Maharashtra,India,Active
MER000715,INS000002,Nori Inc Store,Grocery,Kochi,Kerala,India,Active
MER000716,INS000005,"Som, Sheth and Kar Store",Restaurant,Pune,Maharashtra,India,Active
MER000717,INS000003,"Sidhu, Mani and Swaminathan Store",Healthcare,Bhubaneswar,Odisha,India,Active
MER000718,INS000004,"Sachar, Sethi and Kara Store",Entertainment,Bhopal,Madhya Pradesh,India,Active
MER000719,INS000005,Thaker-Dhingra Store,Restaurant,Pune,Maharashtra,India,Active
MER000720,INS000001,Ramaswamy-Manda Store,Travel,Bhopal,Madhya Pradesh,India,Active
MER000721,INS000002,Bhavsar Inc Store,Shopping,Bhopal,Madhya Pradesh,India,Active
MER000722,INS000001,"Kakar, Dhaliwal and Dhaliwal Store",Travel,Indore,Madhya Pradesh,India,Active
MER000723,INS000001,Sethi-Wali Store,Grocery,Kolkata,West Bengal,India,Active
MER000724,INS000002,"Lad, Mukherjee and Date Store",Electronics,Kolkata,West Bengal,India,Active
MER000725,INS000001,Badami-Srivastava Store,Restaurant,Bengaluru,Karnataka,India,Active
MER000726,INS000003,Vyas LLC Store,Entertainment,Ahmedabad,Gujarat,India,Active
MER000727,INS000003,"Srinivasan, Sidhu and Sarin Store",Restaurant,Hyderabad,Telangana,India,Active
MER000728,INS000002,Dar-Khalsa Store,Restaurant,Delhi,Delhi,India,Active
MER000729,INS000002,Dada LLC Store,Entertainment,Mysuru,Karnataka,India,Active
MER000730,INS000003,"Ganesan, Ganguly and Pai Store",Restaurant,Kochi,Kerala,India,Active
MER000731,INS000004,Ghosh-Uppal Store,Entertainment,Surat,Gujarat,India,Active
MER000732,INS000005,More-Srinivasan Store,Fuel,Surat,Gujarat,India,Active
MER000733,INS000001,"Sachdeva, Patil and Bali Store",Shopping,Kolkata,West Bengal,India,Active
MER000734,INS000005,Khatri-Bhatia Store,Fuel,Lucknow,Uttar Pradesh,India,Active
MER000735,INS000002,Mall-Arya Store,Grocery,Nagpur,Maharashtra,India,Active
MER000736,INS000003,Varma Group Store,Electronics,Kochi,Kerala,India,Active
MER000737,INS000005,Choudhry-Sehgal Store,Restaurant,Hyderabad,Telangana,India,Active
MER000738,INS000004,"Shenoy, Prabhu and Raju Store",Healthcare,Chennai,Tamil Nadu,India,Active
MER000739,INS000003,Chaudhari Group Store,Electronics,Jaipur,Rajasthan,India,Active
MER000740,INS000002,Murty LLC Store,Restaurant,Chandigarh,Chandigarh,India,Active
MER000741,INS000001,Gala-Subramaniam Store,Fuel,Indore,Madhya Pradesh,India,Active
MER000742,INS000005,Agate Group Store,Fuel,Chennai,Tamil Nadu,India,Active
MER000743,INS000001,Goswami-Natarajan Store,Electronics,Mysuru,Karnataka,India,Active
MER000744,INS000004,"Arya, Barad and Kibe Store",Healthcare,Mumbai,Maharashtra,India,Active
MER000745,INS000004,Sem Ltd Store,Shopping,Mumbai,Maharashtra,India,Active
MER000746,INS000001,"Chada, Narang and Lad Store",Restaurant,Lucknow,Uttar Pradesh,India,Active
MER000747,INS000005,Salvi Inc Store,Fuel,Pune,Maharashtra,India,Active
MER000748,INS000001,Boase and Sons Store,Restaurant,Bengaluru,Karnataka,India,Active
MER000749,INS000004,D’Alia-Buch Store,Fuel,Ahmedabad,Gujarat,India,Active
MER000750,INS000001,"Yohannan, Dasgupta and Goswami Store",Entertainment,Indore,Madhya Pradesh,India,Active
MER000751,INS000002,Choudhury-Borra Store,Restaurant,Mysuru,Karnataka,India,Active
MER000752,INS000004,"Chandran, Rajan and Dhillon Store",Healthcare,Chennai,Tamil Nadu,India,Active
MER000753,INS000002,Lalla-Chaudry Store,Healthcare,Delhi,Delhi,India,Active
MER000754,INS000005,"Sibal, Virk and Wable Store",Restaurant,Surat,Gujarat,India,Active
MER000755,INS000001,Batra-Sama Store,Grocery,Mysuru,Karnataka,India,Active
MER000756,INS000001,Cheema-Garg Store,Healthcare,Indore,Madhya Pradesh,India,Active
MER000757,INS000001,Bhakta-Tandon Store,Grocery,Chennai,Tamil Nadu,India,Active
MER000758,INS000001,Nigam Group Store,Travel,Bhubaneswar,Odisha,India,Active
MER000759,INS000001,Pillai PLC Store,Grocery,Bengaluru,Karnataka,India,Active
MER000760,INS000002,Bumb PLC Store,Healthcare,Bhopal,Madhya Pradesh,India,Active
MER000761,INS000005,Narang LLC Store,Electronics,Delhi,Delhi,India,Active
MER000762,INS000001,Sastry LLC Store,Grocery,Chennai,Tamil Nadu,India,Active
MER000763,INS000003,"Parikh, Chadha and Rao Store",Fuel,Chennai,Tamil Nadu,India,Active
MER000764,INS000004,"Ramesh, Balakrishnan and Sampath Store",Fuel,Chandigarh,Chandigarh,India,Active
MER000765,INS000002,Dhillon-Merchant Store,Grocery,Chennai,Tamil Nadu,India,Active
MER000766,INS000002,"Arora, De and Suri Store",Travel,Lucknow,Uttar Pradesh,India,Active
MER000767,INS000001,Divan-Prakash Store,Fuel,Mysuru,Karnataka,India,Active
MER000768,INS000005,"Dhaliwal, Anne and Mangat Store",Electronics,Surat,Gujarat,India,Active
MER000769,INS000005,"Hayre, Tripathi and Mistry Store",Electronics,Delhi,Delhi,India,Active
MER000770,INS000003,"Basak, Gopal and Ray Store",Fuel,Lucknow,Uttar Pradesh,India,Active
MER000771,INS000001,Joshi-Sangha Store,Fuel,Chennai,Tamil Nadu,India,Active
MER000772,INS000003,Dara-Cherian Store,Entertainment,Indore,Madhya Pradesh,India,Active
MER000773,INS000003,Bera-Varghese Store,Entertainment,Thane,Maharashtra,India,Active
MER000774,INS000001,Dewan-Lall Store,Restaurant,Bhopal,Madhya Pradesh,India,Active
MER000775,INS000004,Prabhu-Mannan Store,Entertainment,Delhi,Delhi,India,Active
MER000776,INS000002,"Mane, Dube and Singh Store",Healthcare,Jaipur,Rajasthan,India,Active
MER000777,INS000004,"Kale, Sarna and Bir Store",Travel,Kolkata,West Bengal,India,Active
MER000778,INS000003,"Lalla, Deep and Kohli Store",Healthcare,Patna,Bihar,India,Active
MER000779,INS000002,Pau and Sons Store,Fuel,Chandigarh,Chandigarh,India,Active
MER000780,INS000005,Vasa Group Store,Entertainment,Ahmedabad,Gujarat,India,Active
MER000781,INS000002,"Prashad, Morar and Issac Store",Shopping,Kochi,Kerala,India,Active
MER000782,INS000001,Balakrishnan PLC Store,Entertainment,Patna,Bihar,India,Active
MER000783,INS000004,Shah-Kurian Store,Electronics,Hyderabad,Telangana,India,Active
MER000784,INS000004,Goswami-Karan Store,Restaurant,Mumbai,Maharashtra,India,Active
MER000785,INS000003,Natt-Hari Store,Restaurant,Patna,Bihar,India,Active
MER000786,INS000002,Sekhon-Patel Store,Restaurant,Bhubaneswar,Odisha,India,Active
MER000787,INS000003,Guha Inc Store,Fuel,Mumbai,Maharashtra,India,Active
MER000788,INS000002,Mallick Ltd Store,Fuel,Bhubaneswar,Odisha,India,Active
MER000789,INS000004,Doctor Group Store,Fuel,Bhopal,Madhya Pradesh,India,Active
MER000790,INS000002,Mital-Toor Store,Shopping,Hyderabad,Telangana,India,Active
MER000791,INS000005,"Tella, Banerjee and Barman Store",Restaurant,Patna,Bihar,India,Active
MER000792,INS000002,Mitra Ltd Store,Restaurant,Pune,Maharashtra,India,Active
MER000793,INS000002,Deep-Kulkarni Store,Restaurant,Mumbai,Maharashtra,India,Active
MER000794,INS000004,Andra Inc Store,Fuel,Thane,Maharashtra,India,Inactive
MER000795,INS000002,Singhal-Ben Store,Shopping,Bengaluru,Karnataka,India,Active
MER000796,INS000005,"Sathe, Kale and Ramanathan Store",Grocery,Bhubaneswar,Odisha,India,Inactive
MER000797,INS000002,"Nayar, Mander and Gola Store",Grocery,Indore,Madhya Pradesh,India,Active
MER000798,INS000004,"Oza, Chaudhary and Basak Store",Electronics,Bhubaneswar,Odisha,India,Active
MER000799,INS000003,Krishnan PLC Store,Restaurant,Ahmedabad,Gujarat,India,Active
MER000800,INS000004,Pandya Group Store,Electronics,Mumbai,Maharashtra,India,Active
MER000801,INS000001,"Mand, Hegde and Rajagopal Store",Electronics,Bhopal,Madhya Pradesh,India,Active
MER000802,INS000002,Palla Group Store,Shopping,Bhopal,Madhya Pradesh,India,Active
MER000803,INS000002,Patel-Oak Store,Fuel,Jaipur,Rajasthan,India,Active
MER000804,INS000005,"Chadha, Menon and Kohli Store",Shopping,Bhopal,Madhya Pradesh,India,Active
MER000805,INS000005,Bhat Group Store,Fuel,Chennai,Tamil Nadu,India,Active
MER000806,INS000002,Chandra Inc Store,Fuel,Bhubaneswar,Odisha,India,Active
MER000807,INS000005,Dyal Ltd Store,Electronics,Lucknow,Uttar Pradesh,India,Active
MER000808,INS000003,Kadakia Ltd Store,Entertainment,Bhubaneswar,Odisha,India,Active
MER000809,INS000002,Panchal-Dewan Store,Travel,Kochi,Kerala,India,Active
MER000810,INS000003,Seth-Chandra Store,Entertainment,Indore,Madhya Pradesh,India,Active
MER000811,INS000005,"Samra, Khare and Chowdhury Store",Shopping,Mysuru,Karnataka,India,Active
MER000812,INS000001,"Deshpande, Dua and Barad Store",Restaurant,Mumbai,Maharashtra,India,Active
MER000813,INS000001,Kumar-Dhaliwal Store,Grocery,Chennai,Tamil Nadu,India,Active
MER000814,INS000001,Iyer PLC Store,Travel,Kolkata,West Bengal,India,Active
MER000815,INS000004,Chatterjee-Chaudhary Store,Grocery,Kochi,Kerala,India,Active
MER000816,INS000002,Saha-Bajwa Store,Grocery,Ahmedabad,Gujarat,India,Active
MER000817,INS000003,"Sarkar, Basak and Borra Store",Travel,Thane,Maharashtra,India,Active
MER000818,INS000001,Subramanian Ltd Store,Travel,Bhubaneswar,Odisha,India,Active
MER000819,INS000003,Sheth and Sons Store,Fuel,Chandigarh,Chandigarh,India,Active
MER000820,INS000005,Bobal LLC Store,Restaurant,Kochi,Kerala,India,Active
MER000821,INS000003,"Lal, Yadav and Walla Store",Restaurant,Chennai,Tamil Nadu,India,Active
MER000822,INS000001,Deo Group Store,Healthcare,Hyderabad,Telangana,India,Active
MER000823,INS000004,Bhalla Ltd Store,Travel,Indore,Madhya Pradesh,India,Active
MER000824,INS000002,Yadav-Sengupta Store,Healthcare,Chandigarh,Chandigarh,India,Active
MER000825,INS000004,"Solanki, Solanki and Garg Store",Entertainment,Surat,Gujarat,India,Active
MER000826,INS000003,Sani LLC Store,Travel,Mysuru,Karnataka,India,Active
MER000827,INS000003,Dhawan and Sons Store,Electronics,Nagpur,Maharashtra,India,Active
MER000828,INS000005,Mall Inc Store,Electronics,Delhi,Delhi,India,Active
MER000829,INS000001,Dhaliwal-Kaur Store,Grocery,Nagpur,Maharashtra,India,Active
MER000830,INS000002,Naidu PLC Store,Restaurant,Chennai,Tamil Nadu,India,Active
MER000831,INS000004,Chadha and Sons Store,Travel,Delhi,Delhi,India,Active
MER000832,INS000002,Mishra-Vohra Store,Fuel,Mumbai,Maharashtra,India,Active
MER000833,INS000004,Chaudhuri-Mukherjee Store,Electronics,Bhubaneswar,Odisha,India,Active
MER000834,INS000002,Khalsa-Vala Store,Shopping,Patna,Bihar,India,Active
MER000835,INS000005,"Acharya, Deshmukh and Ramaswamy Store",Fuel,Lucknow,Uttar Pradesh,India,Active
MER000836,INS000002,"Dara, Memon and Vig Store",Grocery,Hyderabad,Telangana,India,Inactive
MER000837,INS000005,Wali and Sons Store,Electronics,Nagpur,Maharashtra,India,Active
MER000838,INS000001,"Rao, Korpal and Saraf Store",Travel,Bhubaneswar,Odisha,India,Active
MER000839,INS000004,Bansal PLC Store,Restaurant,Surat,Gujarat,India,Active
MER000840,INS000002,"Gola, Virk and Tank Store",Entertainment,Indore,Madhya Pradesh,India,Active
MER000841,INS000003,Naik PLC Store,Grocery,Indore,Madhya Pradesh,India,Active
MER000842,INS000004,Nagi and Sons Store,Grocery,Mysuru,Karnataka,India,Active
MER000843,INS000005,Goda-Pal Store,Electronics,Jaipur,Rajasthan,India,Active
MER000844,INS000005,Date LLC Store,Electronics,Pune,Maharashtra,India,Active
MER000845,INS000003,Mitra-Krishna Store,Restaurant,Ahmedabad,Gujarat,India,Inactive
MER000846,INS000001,Gera-Kanda Store,Fuel,Lucknow,Uttar Pradesh,India,Active
MER000847,INS000002,Kari PLC Store,Electronics,Mumbai,Maharashtra,India,Active
MER000848,INS000001,Om Group Store,Restaurant,Bhubaneswar,Odisha,India,Active
MER000849,INS000004,Parmar and Sons Store,Grocery,Mysuru,Karnataka,India,Active
MER000850,INS000001,"Khanna, Hayer and Rattan Store",Entertainment,Bhopal,Madhya Pradesh,India,Active
MER000851,INS000002,Edwin-Setty Store,Grocery,Chandigarh,Chandigarh,India,Active
MER000852,INS000001,Rastogi PLC Store,Fuel,Bengaluru,Karnataka,India,Active
MER000853,INS000002,Koshy LLC Store,Restaurant,Surat,Gujarat,India,Active
MER000854,INS000002,Rajagopal-Hora Store,Fuel,Kochi,Kerala,India,Active
MER000855,INS000003,"Sachdev, Mandal and Nath Store",Shopping,Thane,Maharashtra,India,Active
MER000856,INS000004,"Rattan, Kapur and Narula Store",Fuel,Delhi,Delhi,India,Active
MER000857,INS000003,"Sheth, Mammen and Suresh Store",Entertainment,Pune,Maharashtra,India,Active
MER000858,INS000004,Grewal-Vaidya Store,Restaurant,Surat,Gujarat,India,Active
MER000859,INS000001,Prashad Ltd Store,Fuel,Lucknow,Uttar Pradesh,India,Active
MER000860,INS000001,Patil LLC Store,Shopping,Mysuru,Karnataka,India,Active
MER000861,INS000002,Raghavan-Bhakta Store,Shopping,Hyderabad,Telangana,India,Active
MER000862,INS000001,"Narayanan, Bawa and Aggarwal Store",Electronics,Thane,Maharashtra,India,Active
MER000863,INS000005,Walia-Kale Store,Entertainment,Mumbai,Maharashtra,India,Active
MER000864,INS000003,Chandra-Zachariah Store,Fuel,Chennai,Tamil Nadu,India,Active
MER000865,INS000001,"Jani, Kurian and Gara Store",Shopping,Pune,Maharashtra,India,Active
MER000866,INS000002,Keer-Andra Store,Travel,Delhi,Delhi,India,Active
MER000867,INS000002,Taneja-Gala Store,Fuel,Indore,Madhya Pradesh,India,Active
MER000868,INS000003,Dasgupta-Char Store,Healthcare,Thane,Maharashtra,India,Active
MER000869,INS000004,Chadha and Sons Store,Travel,Bhubaneswar,Odisha,India,Active
MER000870,INS000003,Chandra-Reddy Store,Restaurant,Jaipur,Rajasthan,India,Active
MER000871,INS000002,"Nazareth, Chatterjee and Date Store",Electronics,Jaipur,Rajasthan,India,Active
MER000872,INS000005,"Choudhry, Kunda and Karpe Store",Travel,Hyderabad,Telangana,India,Active
MER000873,INS000003,Dua-Sarkar Store,Entertainment,Mysuru,Karnataka,India,Active
MER000874,INS000002,"Khatri, Khatri and Taneja Store",Grocery,Patna,Bihar,India,Active
MER000875,INS000004,Hegde-Nagi Store,Fuel,Bhopal,Madhya Pradesh,India,Active
MER000876,INS000004,Raja-Nagi Store,Entertainment,Delhi,Delhi,India,Active
MER000877,INS000003,Swaminathan-Bal Store,Electronics,Kochi,Kerala,India,Active
MER000878,INS000001,Sarna-Sagar Store,Travel,Kolkata,West Bengal,India,Active
MER000879,INS000001,Subramanian LLC Store,Healthcare,Mumbai,Maharashtra,India,Inactive
MER000880,INS000005,Sodhi-Natt Store,Fuel,Pune,Maharashtra,India,Active
MER000881,INS000004,"Devan, Nair and Bali Store",Shopping,Lucknow,Uttar Pradesh,India,Active
MER000882,INS000005,Singh Ltd Store,Fuel,Bhopal,Madhya Pradesh,India,Active
MER000883,INS000003,Oza-Chaudry Store,Entertainment,Nagpur,Maharashtra,India,Active
MER000884,INS000001,Vasa-Chokshi Store,Entertainment,Chandigarh,Chandigarh,India,Active
MER000885,INS000005,Loke-Morar Store,Healthcare,Bhopal,Madhya Pradesh,India,Active
MER000886,INS000001,Bala-Lala Store,Shopping,Delhi,Delhi,India,Active
MER000887,INS000003,Kamdar and Sons Store,Entertainment,Nagpur,Maharashtra,India,Active
MER000888,INS000001,"Acharya, Golla and Dash Store",Shopping,Bhubaneswar,Odisha,India,Active
MER000889,INS000003,Radhakrishnan-Sinha Store,Travel,Kolkata,West Bengal,India,Active
MER000890,INS000005,Narula Ltd Store,Grocery,Kochi,Kerala,India,Active
MER000891,INS000004,Narain PLC Store,Travel,Hyderabad,Telangana,India,Active
MER000892,INS000002,"Bedi, Devan and Bera Store",Grocery,Lucknow,Uttar Pradesh,India,Active
MER000893,INS000003,"Barman, Chana and Bir Store",Electronics,Lucknow,Uttar Pradesh,India,Active
MER000894,INS000003,"Saran, Singh and Minhas Store",Shopping,Pune,Maharashtra,India,Active
MER000895,INS000004,Goda-Kapur Store,Travel,Bhubaneswar,Odisha,India,Active
MER000896,INS000005,Magar LLC Store,Restaurant,Patna,Bihar,India,Active
MER000897,INS000002,Nanda Ltd Store,Fuel,Kochi,Kerala,India,Active
MER000898,INS000001,Chandran-Thakur Store,Travel,Bengaluru,Karnataka,India,Active
MER000899,INS000003,Bora Group Store,Grocery,Pune,Maharashtra,India,Active
